French,Frequency,English
joyeux,15633,happy
bonheur,15633,happiness
aimait,15608,loved
manqué,15597,lack
action,15593,action
steve,15522,steve
aidé,15518,help
vouliez,15507,wanted
trouvez,15505,find
films,15485,movies
emmène,15481,take
marie,15471,married
taxi,15435,taxi
restaurant,15430,restaurant
crise,15403,crisis
piste,15347,track
dernières,15346,latest
puisque,15343,since
blanche,15337,white
coupe,15333,cut
secrets,15321,secrets
prince,15310,prince
marrant,15297,funny
raisons,15287,reasons
refuse,15283,denied
apporté,15240,brought
cassé,15229,broken
lors,15229,during
mettez,15223,put
dis-lui,15213,tell him
tuée,15210,killed
maladie,15199,disease
mienne,15183,mine
rentré,15171,go home
week-end,15143,weekend
excuses,15134,apologize
km,15130,km
alcool,15083,alcohol
voudrait,15082,would like
fil,15082,thread
rends,15074,renders
quitte,15070,quits
couché,15069,layer
disons,15055,let's say
totalement,15039,totally
claire,15030,clear
it,15012,it
londres,14996,london
remercier,14979,thank
mêmes,14950,same
partis,14939,gone
pensait,14934,thought
île,14931,island
tommy,14931,tommy
remercie,14924,thanks
caméra,14900,camera
pensent,14894,think
suis-je,14890,am i
pleurer,14882,cry
régler,14862,adjust
ouvrez,14860,open
entier,14860,entire
foutu,14859,damn
types,14841,guys
fermer,14841,close
animaux,14811,animals
dise,14808,say
image,14791,picture
étage,14775,floor
rejoindre,14756,join
soldats,14724,soldiers
amuser,14720,entertain
points,14710,points
suivi,14703,follow up
oubliez,14695,forget
langue,14649,language
direction,14616,direction
frais,14610,costs
veuillez,14609,please
miss,14594,miss
soldat,14572,soldier
couleur,14567,color
bouger,14561,to move
frappé,14549,struck
frapper,14537,hit
venait,14533,came
raté,14530,missed
évidemment,14516,obviously
sacré,14485,sacred
clés,14470,keys
mentir,14455,lie
épouse,14418,marry
troisième,14405,third
johnny,14375,johnny
amy,14372,amy
jésus,14329,jesus
faible,14327,weak
ryan,14316,ryan
afin,14300,in order to
bleu,14265,blue
failli,14256,falling
courir,14252,run
américain,14245,american
détails,14215,details
pont,14160,bridge
gay,14151,gay
regarde-moi,14151,look at me
jake,14103,jake
billy,14103,billy
attraper,14102,catch
papiers,14099,papers
poisson,14098,fish
lui-même,14094,itself
wow,14088,wow
chiens,14064,dogs
date,14059,date
intention,14048,intention
procureur,14043,prosecutor
goût,14034,taste
pourras,14032,can
shérif,14028,sheriff
sais-tu,14010,do you know
arrêt,14004,stop
sourire,13997,smile
lait,13991,milk
chasse,13973,hunting
signal,13967,signal
parlait,13963,was talking
destin,13961,fate
marre,13958,fed up
français,13943,french
princesse,13938,princess
paie,13929,pay
foi,13929,faith
chier,13898,take a dump
dois-je,13889,should i
présence,13878,presence
doigts,13876,fingers
partenaire,13861,partner
quelles,13857,what
daniel,13854,daniel
préféré,13854,favorite
adieu,13845,farewell
costume,13840,suit
entreprise,13835,business
utile,13832,useful
calme-toi,13829,calm down
lien,13826,link
unique,13816,unique
appartient,13809,belongs
attendant,13800,waiting
amené,13796,bring
moindre,13778,lesser
quels,13765,what
amener,13758,to bring
amène,13732,bring
enfoiré,13732,motherfucker
recherches,13716,research
discours,13712,speech
données,13712,data
robert,13707,robert
art,13693,art
appelles,13667,calls
salaud,13666,bastard
penses-tu,13660,do you think
magie,13658,magic
bouteille,13650,bottle
justement,13648,exactly
raconter,13639,tell
rapidement,13629,quickly
bref,13620,short
tribunal,13605,court
viendra,13605,will come
passée,13604,past
superbe,13602,stunning
pourrai,13589,could
pièces,13579,pieces
certaine,13577,certain
obligé,13563,obliged
formidable,13561,tremendous
pause,13561,break
identité,13533,identify
campagne,13525,campaign
lee,13517,lee
auraient,13503,would have
couper,13503,cut
mark,13454,mark
morceau,13445,piece
os,13437,bone
lettres,13436,letters
nombre,13435,number
intelligent,13431,clever
gâteau,13422,cake
dépend,13415,depends
job,13409,job
jeux,13378,games
compter,13369,count
cou,13364,neck
of,13362,of
reprendre,13360,to resume
joie,13339,joy
agents,13329,agents
gardes,13324,guards
star,13321,star
regard,13307,glance
demandez,13295,ask
balles,13291,bullets
vendu,13289,sold
majesté,13285,majesty
menace,13284,threat
malgré,13278,despite
appareil,13265,device
demandais,13264,asked
là-haut,13262,up there
privé,13252,private
adam,13238,adam
forces,13238,strengths
fonctionne,13215,works
méchant,13213,wicked
jambe,13205,leg
empreintes,13169,fingerprints
ange,13146,angel
agir,13130,to act
noire,13107,black
imbécile,13105,imbecile
gentille,13083,kind
labo,13078,lab
résultats,13077,results
toi-même,13068,yourself
cinéma,13055,movie theater
nouvel,13051,new
malheureusement,13048,unfortunately
décider,13029,decide
né,13015,born
importante,12994,important
voulons,12986,want to
détruit,12986,destroy
parfaitement,12985,perfectly
martin,12926,martin
produit,12919,product
réparer,12913,fix
chapeau,12912,hat
gérer,12904,manage
écoute-moi,12891,listen to me
adn,12870,dna
échange,12856,exchange
mince,12856,thin
bougez,12856,move
parfaite,12849,perfect
meurt,12824,dies
fout,12805,cum
vitesse,12785,speed
fermé,12782,farm
succès,12779,success
au-dessus,12779,above
etre,12778,be
souvenirs,12777,memories
comprend,12769,understand
odeur,12763,smell
pain,12763,bread
falloir,12757,to need
aise,12740,easy
caché,12730,hidden
règle,12725,ruler
imaginer,12723,imagine
raconte,12720,tell
vus,12713,sewing
accepté,12708,accepted
trouvée,12693,found
dors,12689,sleep
celui-ci,12689,this one
infos,12676,info
vendredi,12669,friday
voitures,12669,cars
lever,12659,lift
arbre,12650,tree
maire,12641,mayor
faveur,12627,favor
pourraient,12623,could
prendra,12622,will take
surpris,12618,surprised
jeté,12602,thrown
également,12596,also
fac,12569,college
apporter,12563,bring
washington,12554,washington
champ,12543,field
peut-on,12542,can we
comptes,12541,accounts
échapper,12533,escape
valeur,12521,value
in,12520,in
réel,12518,real
couverture,12517,blanket
million,12512,million
article,12507,article
doux,12507,soft
parc,12504,park
toit,12497,roof
unité,12494,unit
resté,12491,stay
plage,12480,beach
partager,12432,share
malin,12425,clever
recevoir,12423,receive
inquiétez,12408,worry
attendu,12407,expected
charles,12401,charles
coffre,12398,chest
uh,12397,uh
eddie,12397,eddie
chris,12393,chris
celle-là,12388,that one
ramène,12376,brings back
mode,12376,fashion
folie,12366,madness
extérieur,12344,outside
van,12343,van
membre,12335,member
prévenir,12321,prevent
cache,12316,hidden
inquiéter,12308,worry
hasard,12306,chance
concerne,12304,concerned
réponds,12290,answer
génie,12290,genius
j,12287,j
parlais,12284,gauge
parlons,12277,let's talk
jardin,12269,garden
saison,12232,season
montré,12221,watch
frappe,12203,struck
enchanté,12191,delighted
gosses,12185,kids
abandonner,12184,give up
assure,12175,assured
apporte,12169,brought
prépare,12143,prepared
mètres,12099,meters
suivant,12094,following
souhaite,12084,wish
services,12082,services
ouest,12079,west
va-t',12060,go t '
poids,12057,weight
poche,12050,poached
faisant,12031,doing
répondu,12027,answered
directement,12025,directly
source,12022,source
france,12002,france
créer,12000,create
samedi,11994,saturday
aidez-moi,11964,help me
univers,11956,universe
saura,11944,will know
réalisé,11943,accomplished
américains,11943,american
perds,11934,losers
membres,11927,members
viande,11918,meat
o',11917,o '
bobby,11906,bobby
sont-ils,11904,are they
crois-moi,11902,believe me
amoureuse,11899,in love
grandes,11881,large
changement,11873,change
compliqué,11868,complicated
bal,11845,ball
page,11833,page
conduit,11825,conduit
passage,11813,passage
piège,11801,trap
kevin,11800,kevin
ressens,11798,feeling
accepte,11786,accepted
grace,11784,grace
fais-le,11777,do it
amusant,11766,amusing
dan,11761,dan
donnez,11755,give
traces,11750,traces
trésor,11750,treasure
explique,11744,explain
fesses,11738,buttocks
perte,11733,loss
fantôme,11724,ghost
naissance,11722,birth
retraite,11722,retirement
regardes,11718,look
franchement,11717,frankly
côtés,11717,sides
larry,11716,larry
étranger,11710,stranger
poulet,11704,chicken
vienne,11692,vienna
débarrasser,11686,rid
enlève,11681,remove
marque,11680,brand
mens,11679,mens
fantastique,11640,fantastic
cent,11632,hundred
beaux,11629,beautiful
entendez,11626,hear
ouverte,11606,opened
bâtiment,11603,building
a-t-elle,11589,has she
devrions,11587,should
embrasser,11579,to kiss
tombée,11575,fall
manquer,11572,miss
entré,11572,between
san,11551,san
chevaux,11550,horses
habite,11544,reside
animal,11521,animal
fatigué,11518,fatigue
heureusement,11511,fortunately
billets,11504,tickets
convaincre,11496,convince
appelait,11493,called
rachel,11486,rachel
paradis,11483,heaven
émission,11481,emission
lance,11465,spear
nettoyer,11460,to clean
file,11438,line
dimanche,11436,sunday
agréable,11428,pleasant
plans,11415,plans
conscience,11406,awareness
ennemis,11401,enemies
disant,11398,saying
connaissance,11383,awareness
douce,11375,gentle
belles,11371,beautiful
sentiment,11366,feeling
bataille,11333,battle
perd,11326,lose
pourrez,11321,can
relations,11318,relations
espérais,11316,hoped
fais-moi,11310,make me
vôtre,11304,your
servi,11297,served
souci,11294,worry
note,11294,note
doigt,11286,finger
mensonge,11283,lie
volonté,11273,will
walter,11258,walter
victoire,11250,victory
direct,11241,direct
abandonné,11239,abandoned
information,11239,information
joindre,11238,join
proches,11217,relatives
brian,11216,brian
droits,11213,rights
eric,11211,eric
nerveux,11200,nervous
coupé,11190,cut
patients,11188,patients
invités,11174,guests
arrivés,11170,arrived
descends,11167,go down
pleure,11165,cry
traitement,11165,treatment
jerry,11163,jerry
senti,11163,felt
cancer,11161,cancer
répète,11156,say again
reposer,11137,to rest
regrette,11135,regret
aide-moi,11114,help me
flingue,11113,gun
cousin,11110,cousin
désormais,11107,from now on
vérifié,11104,checked
crains,11085,fearful
douche,11080,shower
gaz,11070,gas
interdit,11067,forbidden
théorie,11058,theory
scott,11050,scott
trace,11043,trace
contrôler,11026,control
signer,11018,sign
no,11017,no
demandes,11017,requests
internet,11010,internet
andy,11009,andy
cherchez,10995,look
salon,10991,living room
pete,10982,pete
serons,10978,will be
appels,10933,calls
lancer,10912,throw
protection,10911,protection
pantalon,10897,pants
rappelles,10894,recall
dossiers,10886,files
style,10883,style
ravie,10877,stunned
semblant,10877,semblance
yeah,10871,yeah
kim,10868,kim
offert,10867,free
vieil,10865,old
humaine,10847,human
grandi,10844,grown up
médicaments,10839,drugs
acte,10826,act
moyens,10819,means
lois,10809,laws
kate,10805,kate
meurs,10784,die
laisserai,10780,will leave
aéroport,10771,airport
mauvaises,10755,bad
détective,10742,detective
autrement,10738,otherwise
témoins,10736,witnesses
queue,10736,tail
coincé,10734,stuck
mariés,10734,married
sonne,10727,sound
innocent,10726,innocent
dira,10724,will say
créé,10723,created
jason,10721,jason
supporter,10712,support
milliers,10701,thousands
heu,10695,uu
infirmière,10685,nurse
métier,10680,job
crétin,10680,dumbass
retirer,10677,withdraw
surveillance,10676,monitoring
chances,10675,odds
oreilles,10664,ears
trouvera,10663,will find
suicide,10661,suicide
militaire,10644,military
atteindre,10633,reach
fuir,10614,flee
casse,10605,broken
dormi,10599,sleep
pilote,10599,pilot
rires,10593,laughter
appelée,10591,called
risques,10590,risks
leçon,10582,lesson
paquet,10574,pack
man,10568,man
défendre,10550,defend
immeuble,10547,building
récemment,10544,recently
chinois,10540,chinese
battu,10523,beaten
aveugle,10518,blind
oiseau,10517,bird
qu,10512,that
propriétaire,10498,owner
ancienne,10488,ancient
veste,10488,jacket
anna,10487,anna
simon,10479,simon
saviez,10473,knew
amies,10466,friends
cherché,10465,look for
tirez,10461,pull
al,10459,al
différents,10425,different
gardez,10405,keep
feras,10391,do
lisa,10370,lisa
lis,10370,read
station,10352,station
mandat,10351,mandate
assassin,10351,assassin
thomas,10350,thomas
célèbre,10347,famous
dort,10342,sleep
bague,10342,ring
dépêche-toi,10341,hurry up
tente,10334,tent
devenue,10328,become
ventre,10321,belly
carter,10319,housing
respire,10317,breath
haute,10314,high
connaissais,10308,knew
genoux,10275,knees
terme,10272,term
vert,10269,green
emily,10259,emily
refusé,10259,denied
hâte,10243,haste
réveiller,10237,wake
commande,10223,order
commun,10219,common
souris,10206,mouse
partons,10201,let's start
perdue,10201,lost
dirige,10198,directed
verras,10180,will see
charmant,10166,charming
chante,10161,sung
sport,10154,sport
celle-ci,10143,this one
viré,10128,fired
ies,10126,ies
fiston,10113,son
étoiles,10110,stars
laisses,10094,leave
parlant,10087,speaking
là-dessus,10085,on this
signé,10082,sign
virer,10077,fire
permettre,10066,allow
pouvoirs,10061,powers
luke,10061,luke
pluie,10051,rain
passez,10049,pass
vrais,10049,real
enlevé,10045,removed
moments,10044,moments
blesser,10043,hurt
ombre,10014,shadow
rome,10014,rome
épisode,9995,episode
talent,9992,talent
chocolat,9963,chocolate
assurance,9960,insurance
angleterre,9958,england
couche,9956,layer
site,9951,site
neige,9945,snow
gardé,9937,guard
chemise,9936,shirt
ted,9928,ted
voulaient,9914,wanted
emploi,9912,job
précédemment,9907,previously
surveiller,9906,to watch
privée,9904,private
entière,9899,whole
saint,9889,holy
parlent,9888,talk
réfléchi,9874,thoughtful
my,9870,my
attendent,9870,wait
jette,9865,throw
facilement,9862,easily
joues,9862,play
jury,9853,jury
passera,9852,will pass
voleur,9852,thief
véritable,9851,true
entend,9843,hears
chaise,9839,chair
accusé,9836,accused
zéro,9827,zero
clairement,9827,clearly
mouvement,9824,movement
celles,9812,those
sommeil,9808,sleep
blancs,9796,whites
survivre,9792,survive
semblait,9781,seemed
o,9780,o
craint,9779,fear
traduction,9779,translation
notes,9757,notes
repos,9754,rest
siège,9753,seat
policier,9752,police officer
allés,9749,alleys
puissance,9734,power
familles,9721,families
second,9720,second
cellule,9719,cell
engagé,9715,engaged
adorable,9699,adorable
matt,9682,matt
spéciale,9679,special
violence,9669,violence
ours,9668,bear
gorge,9666,throat
examen,9666,exam
dieux,9664,gods
major,9659,major
obtenu,9645,got
évident,9645,obvious
distance,9642,distance
titre,9642,title
lundi,9630,monday
choc,9625,shock
différentes,9619,different
théâtre,9612,theater
exploser,9610,explode
â,9605,has
rivière,9605,river
paye,9594,paid
allo,9588,hello
revenez,9554,come back
écoutes,9553,listen
logique,9552,logic
alice,9548,alice
miracle,9538,miracle
lève,9537,survey
montagne,9532,mountain
essayais,9526,tried
pauvres,9522,poor
tenu,9521,tenuous
chicago,9517,chicago
auprès,9510,with
lèvres,9488,lips
plat,9487,flat
lunettes,9487,glasses
journaux,9466,newspapers
attaquer,9466,tackle
mine,9463,mine
pistolet,9460,gun
divorce,9459,divorce
noirs,9451,black
meurtres,9451,murders
premiers,9451,first
forêt,9450,forest
respirer,9450,breathe
fortune,9438,fortune
réponses,9434,responses
devraient,9432,should
explosion,9426,blast
reviendra,9422,will come back
mène,9411,led
doc,9410,doc
maria,9407,maria
responsabilité,9396,responsibility
annie,9388,annie
erreurs,9388,errors
principal,9385,main
épée,9382,sword
tienne,9369,yours
travaillait,9361,was working
tableau,9358,painting 
cabinet,9353,cabinet
normale,9352,normal
alerte,9348,alert
meurtrier,9335,murderer
whoa,9322,whoa
libérer,9320,release
commis,9297,clerk
sérieuse,9295,serious
carl,9284,carl
sous-titrage,9282,subtitles
rock,9279,rock
vision,9279,vision
réveillé,9277,wake up
auront,9271,will have
mesure,9259,measure
arthur,9256,arthur
kyle,9251,kyle
ed,9245,ed
louis,9244,louis
1er,9240,1st
secrétaire,9233,secretary
dave,9226,dave
images,9225,images
fuite,9222,leak
amitié,9220,friendship
annonce,9217,announcement
pousser,9217,push
william,9210,william
idiote,9207,idiot
nombreux,9194,many
brisé,9192,broken
raconté,9190,tell
cardiaque,9187,heart
minuit,9179,midnight
humeur,9178,mood
physique,9172,physical
prof,9162,teacher
lieux,9161,places
los,9160,the bone
seins,9149,tits
crier,9148,shout
